PhraseId,SentenceId,Phrase,Sentiment,words_num
21816,977,actor showcas accomplish primari goal without use special effect rather emphas charact,3,22
153706,8394,audaci imposs yet compel,3,3
33284,1559,drench,2,1
34326,1611,suspect hollywood overrun corrupt hedonist weasel,2,10
48867,2386,moviemak slap happi mood,2,8
129732,6981,go ape movi,2,8
4749,182,like smoke signal film also imbu strong theme famili tie spiritu power move without stoop base melodrama,3,27
16922,733,fondli rememb endlessli challeng maze moviego,3,10
26627,1221,stench,1,1
14031,603,refresh soul,3,4
104320,5504,michael moor perfect art highli entertain self aggrand polit motiv documentari make,4,17
72557,3707,lrb improvis mani month rrb,2,7
74439,3814,signpost,2,1
45557,2214,thank cast cuisin quirki tune,3,11
18172,793,resolut,2,1
15806,678,pure enjoy satisfi even movi,4,10
81419,4197,subject,2,3
99463,5215,paid matine price,2,4
40960,1963,h,2,1
40773,1954,edifi glimps wit revolutionari spirit perform era,3,16
3091,116,,2,2
155705,8523,entertain destin gener public,3,8
57166,2879,high,2,2
51819,2556,anti human,1,2
108977,5769,much like robin william death smoochi alreadi reach expir date,1,15
34932,1643,could good,3,4
95488,4986,one figur power luncher n care understand either,2,12
63211,3197,incred thought deepli medit pictur neatli effect captur debilit grief felt immedi aftermath terrorist attack,3,25
76472,3928,make sting,1,3
118205,6313,creativ energet origin,4,5
131717,7101,whistl,2,1
50244,2469,movi go neophyt,2,3
857,32,paralyz,1,3
107084,5656,vintag schmaltz,2,2
28281,1303,give margin thumb,3,7
106116,5604,,2,5
43513,2104,visual rorschach test must fail,0,12
44692,2167,watt,2,1
126272,6787,look lot,2,3
18105,790,share first two film loos joint structur laugh loud bit far,2,19
116572,6216,make worth trip theatr,3,8
21927,980,ensur film never feel draggi,3,6
66980,3401,broomfield compel new materi n unveil end endless scene wheedl reluct wit point camera smear windshield rental car,1,36
18292,799,strident ineleg messag movi postur,1,9
28379,1312,lrb rrb strong hand,3,6
7462,303,blaxploit spoof downplay raunch favor gag reli strength clever oppos extent outrag,2,29
57581,2904,think worn pander palav actual funni,2,11
40970,1964,make perfectli accept occasion enjoy children entertain,3,14
96028,5017,may think figur con player debut film argentin director fabian bielinski think someon made wallet,2,32
121995,6540,powder blue sun splash white tuni make allur backdrop sensuou spirit tale prim widow find unlik releas belli danc club,3,31
74012,3785,depress lead actor phone autobiograph perform,2,13
58955,2973,best friend,2,2
30565,1420,ten year old femal protagonist steadfast refus set dualist battl good evil,2,18
80048,4124,longer,1,3
59900,3023,anoth subtl humour bebe neuwirth,3,7
142528,7737,ingeni often harrow,3,5
91702,4772,see also difficult fathom,1,12
22228,998,admir,3,2
114364,6082,john c walsh pipe dream,1,7
139037,7535,experi worthwhil,3,3
29339,1359,film opera without distort perspect,2,9
145350,7898,mark ms bullock best work time,3,10
79028,4066,work,2,5
95786,5005,tight brisk minut screwbal thriller,2,7
144457,7843,ground undeni social realism,3,6
35912,1694,pass stinker,0,4
40628,1945,newfangl commun,2,4
110699,5865,go alter bard end better good altern,2,18
54610,2717,fontain direct especi agreeabl startl use close up grace move camera,3,18
106889,5645,gain notic guy ritchi lock stock two smoke barrel snatch,2,16
129997,6999,tasti,2,3
97112,5077,coupl cop copmovieland two,1,11
122835,6588,homosexu,2,2
117155,6251,give neighborhood sceneri vibe cinemat equival big tender hug,3,20
97477,5098,surfac obsess,2,3
76436,3926,cring,0,1
13782,594,imag effect,2,3
61491,3109,egoyan,2,2
53024,2629,want caus audienc epiphani,2,7
83598,4320,climax,3,1
132793,7160,subtl humor illumin studi,4,6
114468,6089,wit movi theatr time,2,9
110512,5855,,2,2
20770,927,danger actress role,2,7
13745,592,pseudo bio,2,1
130413,7026,technic superb film,4,5
77479,3985,john carlen,2,3
15776,676,simpli surprisingli,2,6
73153,3736,wooden deliveri,1,5
57572,2904,great gift,3,2
121731,6522,know fabl,2,5
40023,1916,expand medit deep decept innoc,3,10
60972,3079,celebr radic nonconformist valu case fire,3,13
2330,89,differ,2,4
65418,3313,campanella,2,2
108278,5729,minut,3,1
56924,2864,repetit creativ throughout movi,1,7
135735,7333,cogniz cultur moral issu involv process,2,11
42196,2031,musti memori,2,2
63484,3212,j sandwich,2,2
128163,6896,fragil framework,2,2
115953,6181,terribl movi stultifyingli obviou one,0,9
114715,6104,know go trip,2,8
77666,3993,fun love,3,1
152129,8300,divert predict adventur,2,7
151017,8232,welcom accept,2,3
12549,538,watch stunt crude fast pace insan,2,13
88381,4592,could n come better script,2,8
67326,3416,straight ahead,3,1
32189,1508,star,2,2
16686,720,fail,2,2
111626,5924,life center place time sport,2,13
65710,3331,averag b movi aspir anyth,1,11
81101,4179,plung realiti often difficult sad,3,18
64347,3257,countri music fan,2,4
151274,8246,crime,2,3
59667,3010,hurri,2,1
61471,3107,make surprisingli decent flick worth summertim look see,3,9
76199,3909,pull plug conspir,2,6
73796,3774,curios,2,2
95888,5010,ladi duke,2,5
153754,8398,routin,2,2
145702,7920,star may colleg kid,2,6
29097,1346,disingenu,1,4
37581,1786,good race one edg seat long stretch,4,18
91908,4782,unimagin comedian,1,2
74418,3814,film high run filth gangster flick,3,7
123194,6613,frighten,2,2
31790,1489,color creativ,3,3
62418,3155,insid,2,3
614,22,movi polit ramif,2,5
92053,4790,escap maudlin influenc,2,4
121384,6502,deft combin,2,2
147153,8007,end scene true heartbreak tear well eye time,4,16
155844,8531,gang infest,2,3
83274,4300,hit may strain adult credibl,1,7
151104,8237,sure one,2,6
134880,7280,suppos romant comedi suffer much norma rae enough pretti woman,1,22
128397,6908,fulli success,2,4
97153,5079,forgiven frequent pander fan gross comedi,3,13
102003,5369,squint avoid notic truli egregi lip non synch,1,8
94521,4934,charg money,1,10
117062,6245,noth special,1,2
58860,2968,formula mainstream movi,2,4
84179,4348,repuls gener fan,2,6
69796,3549,back stab babe,3,2
26693,1224,hip hop cultur gener art scratch lrb turntabl rrb particular,2,15
96002,5016,bartlett hero remain reactiv cipher open man head heart imagin reason film made,2,28
131309,7076,offer much color eye candi includ spectacl gere danc shoe hoof croon best,3,26
75166,3854,somber trip,2,2
71733,3660,underst,2,2
114252,6076,sensual delight simmer violenc,3,6
140790,7638,sad evid,2,2
120059,6421,guilti ignor filmmak clearli believ,2,8
14726,635,string ensembl cast romanc recent peter mattei love time money set apart form chain relationship come full circl end posit lrb tragic rrb note,3,45
55990,2800,care music may heard,2,9
137212,7421,sincer mess,1,4
40874,1958,famuyiwa,2,2
129090,6943,tara reid play colleg journalist look like six time winner miss hawaiian tropic pageant n know,1,34
88171,4578,american director year,2,6
77712,3996,intend,2,3
144661,7851,amiss,2,1
51378,2530,anomi film,2,2
10846,460,blatant,2,1
121236,6491,,2,1
126857,6820,equal great robin william perform,4,5
21196,949,amus entertain unfold bielinski cleverli construct scenario greatli impress skill actor involv enterpris,4,26
48217,2354,contain big laugh mani graze funni bone,2,14
121632,6519,someth clever,2,4
81078,4178,sucker charm,1,8
6790,272,abyss,1,2
152852,8342,sweetest thing,3,4
16366,704,balanc,2,1
88892,4619,neither sendak director particularli engag articul,1,12
1763,66,script endless assault,1,5
49749,2440,farcic bawdi fantasi,2,4
52083,2571,conflict complex charact,3,6
7031,281,david cronenberg,2,2
150421,8195,mani thing,2,3
62268,3148,total weird notion cinema,0,9
35102,1650,done fine job updat white dri wit new age,3,15
88536,4600,issu,2,3
611,22,apart,2,1
107342,5672,origin ann rice novel,2,7
147016,8002,move set past reli histor text,2,15
121359,6500,made share silver screen,3,8
155090,8488,busbi,2,1
127336,6847,feel much,2,2
126772,6815,wave,2,2
11913,511,gener,2,2
10818,459,titular commun,2,3
12419,531,undeni touch,3,3
63367,3206,tragedi braveri polit intrigu partisan sabotag,3,11
132335,7135,mall movi,2,3
148878,8099,justic either effort three hour screen time,3,11
68787,3494,great address interest matter ident heritag,3,10
94606,4938,insan hilari,4,2
133127,7179,win perform,4,3
140853,7639,like drag queen,2,4
97970,5132,expand horizon boredom point collaps turn black hole dull interest concept escap,0,27
66340,3365,accept way pass littl hour moviego age unlik inspir anyth visit mcdonald let alon savvi street activ,2,36
86005,4450,consum sometim difficult tell actor movi,2,19
34575,1625,murder number,2,4
75209,3858,use two hour better watch john malkovich,1,11
134100,7237,us deep girl confus pain struggl tragic comprehend chasm knowledg open,3,24
104919,5542,staggeringli bore cinema,2,3
59338,2993,ice age wo n drop jaw warm heart give strong thumb,3,25
46179,2248,remain seen whether statham move beyond crime land action genr,2,18
56764,2853,arguabl,2,4
107802,5700,incomprehens viciou absurd,0,7
5212,207,fairi tale come renown indian film cultur allow american final revel splendor,4,21
120643,6451,grab dark,2,6
148505,8080,hold interest thrill movi,1,11
106576,5628,way,2,6
76357,3921,freudian puppet,2,3
128203,6898,anim filmmak,2,2
87551,4543,summer entertain adult see without feel embarrass,4,10
15891,682,alien mainstream audienc ring clich harden indi head,1,10
67384,3420,lucki break lrb cattaneo rrb sophomor slump,2,10
16515,710,requir patienc job get intermin shapeless documentari swing subcultur,0,17
62722,3172,bit downer littl dramat time beauti film peopl like romanc french realism,3,29
67781,3442,new scene also appear end,2,11
22239,998,natur run time,3,3
73664,3767,noth exactli wrong,2,3
24460,1113,gentl lap rhythm film,3,7
47402,2310,infami,1,1
146105,7944,tim mccann revolut,2,4
77328,3977,dark challeng,2,3
102936,5423,put away guitar,2,4
40209,1927,lightheart glow impud snicker,2,9
105976,5596,expect director apt lrb enigma rrb screenwrit nichola kazan lrb revers fortun rrb clich pileup,1,23
70432,3590,bombast ultim empti world war ii action,1,9
62229,3146,actor great fun watch perform film mildli divert,2,17
44911,2178,whose restat valid chang composit nation,3,11
44777,2171,especi poignant portrait,3,3
147950,8052,mr kilmer movi,2,5
5322,211,bring proper convict,3,4
50618,2489,exil aristocraci,2,3
146244,7952,chilli remot emot distant piec dull taglin space one hear snore,0,28
74492,3819,one lrb jaglom rrb better effort,2,8
66834,3391,exercis chill style twohi film sub insid,3,16
43545,2108,sodden,2,2
134840,7278,warm well told tale one recent chines immigr experi new york citi,3,17
154312,8433,markedli inact film,2,3
46988,2289,sometim murki alway brood look,2,7
1785,66,design garner film cooler pg rate,2,11
85192,4406,produc jerri bruckheim direct joel schumach reflect worst shallow style wildli overproduc inadequ motiv everi step way,0,30
68113,3456,imageri music,2,3
109406,5793,mood someth,2,5
59646,3009,bad movi,0,3
19242,844,chri smith next movi,2,5
22649,1025,someth short could flabbi,1,8
154965,8478,bounc bravado,2,3
101630,5349,could restag whole thing bathtub,1,10
73321,3746,errat,2,1
51936,2562,great miss opportun,1,3
126582,6806,seem base ugli idea instead ugli behavior happi henc storytel far appeal,4,22
31159,1455,may choos interpret film end hope optimist,2,14
141275,7663,black hawk,3,5
74797,3834,manag incorpor horror,2,7
120358,6435,burn visual charact punchi dialogu plot,2,14
86728,4493,sympathet without gullibl,3,5
90367,4702,question,2,2
102567,5398,troubl everi day,2,5
141197,7659,one year intrigu movi experi,4,9
5455,217,get thing,1,5
7557,307,well intent effort,2,3
25353,1158,instantli know whodunit,1,4
26939,1236,katherin,2,1
46886,2285,pa,2,3
20616,920,sometim almost senseless,1,3
108583,5746,tri cope mysteri brutal natur adult,1,11
49417,2419,one told countless filmmak italian chines irish latin,3,20
113029,6002,theolog,3,1
63243,3198,japanes anim,2,2
144421,7842,wash despit project prime mysteri,1,15
101791,5358,x game,2,5
38823,1851,fit kiddi,3,4
70868,3612,littl enthusiasm,1,2
77007,3961,found perfect materi address world war ii experi signatur style,3,19
26668,1223,co written,2,1
98034,5136,reduc blake philosophi,2,4
131813,7105,humanist,3,1
90872,4728,gener keep thing go rapid pace occasion use omnisci voic narrat manner french new wave film,2,23
22707,1028,queen men,2,4
108118,5720,slice,3,3
81909,4226,feel like glossi rehash,1,6
31831,1491,awkward structur,1,4
23281,1055,run minut feel like three hour,2,11
101059,5309,play,2,3
30054,1395,virtual unwatch,0,3
127441,6854,inexplic event,2,2
108226,5726,lumber wheezi drag,0,7
41653,2004,never game victim,2,4
130127,7007,gobbler like,2,5
140702,7633,silli crude storylin,1,5
135976,7344,atmospher,3,2
32318,1515,place psycholog philosoph materi ital rather,2,12
12655,544,melancholi unhurri narr,2,5
63333,3205,swim away sleeper movi summer award,3,12
69327,3524,british comedi,3,2
45760,2224,like oscar wild,2,3
92522,4818,patient wait,2,5
113948,6057,click,2,1
93307,4866,domest abus,1,2
104158,5493,affair,2,2
26133,1198,lika da accent good thoroughli enjoy love stori,3,16
64986,3289,flat charact,1,3
109323,5789,unifi rhythm visual style,2,7
124368,6680,make better travelogu movi,2,6
69487,3532,danc,2,2
47588,2319,lodg brain,2,5
16662,720,twenti three movi mostli magnific directori career clint eastwood effici minimalist style final fail,1,20
144211,7827,home,2,5
77231,3973,probabl,2,2
109960,5824,jet way,3,8
26264,1203,posit comment,3,3
1405,52,come miramax deep shelv coupl abort attempt wake reno make,1,20
77233,3973,funniest person,3,3
65582,3323,huge disappoint come,1,8
27632,1268,,2,2
106513,5624,overwhelm wast,0,4
4315,163,run,2,1
12609,542,amateurishli squar make iron implic,2,14
14881,640,classic mother daughter struggl,3,4
113847,6052,louiso let movi dawdl classic disaffect indi film mode,1,10
71867,3667,slight unendur,1,4
79246,4081,extremist name call,2,2
114844,6114,call wow factor,3,6
123062,6605,opportun miss,1,4
67059,3404,engag fantasi flavour emot one part romanc novel one part recip book,3,17
48708,2378,compel provoc prescient,3,5
66493,3374,bore obviou,2,8
101371,5328,funni could ambiti movi,1,11
17660,765,sip vintag wine watch merchant ivori product settl nice cool glass ice tea jerri bruckheim flick day week,4,35
105565,5573,disgust thrill,2,5
58919,2971,time uncommonli move,4,6
47806,2330,ambigu suggest possibl imbu theme ad depth reson,2,13
145077,7881,refreshingli differ reassuringli familiar,3,8
148125,8061,recreat,2,1
109846,5818,help movi one bit,1,5
87438,4535,remain promin girl amus person,3,10
22434,1013,muy loco ridicul rest dragonfli,1,17
32095,1503,far energi,3,4
52024,2566,men women,2,6
78576,4041,charact grip human,3,5
60788,3069,ultim insignific,0,2
132430,7141,releas condit,2,4
46616,2268,almost n notic minut run time,2,9
111115,5889,thought screenplay,3,2
90116,4691,find actual vietnam war combat movi actual produc either north south vietnames,2,16
118515,6333,domin cgi alien super hero,2,7
124696,6701,shakespear eloqu languag,3,4
139918,7590,restrict chaotic,2,4
141616,7683,short run time,2,5
25340,1157,even damag,1,5
114495,6090,feel like mop,2,9
69727,3546,acquir tast take time enjoy,3,9
443,16,mythic,2,1
83596,4320,climax,2,3
18528,812,thing work,2,4
136961,7408,intellectu exercis,3,3
98171,5144,slide slipperi slope dishonesti encount rich power noth,2,19
143755,7801,fill background,2,5
84873,4389,director begin resembl someon crazi french grandfath,1,11
120747,6461,last danc,2,3
142849,7752,video,1,3
27765,1275,cheesi backdrop,1,2
96431,5037,miss,1,5
131966,7114,keep eye open amid blood see del toro brought unexpect graviti blade ii,2,27
98455,5160,worst film summer,1,7
151391,8254,enjoy much,4,6
147919,8049,engag audienc,3,4
72304,3695,year,2,2
114223,6074,hip hop scoobi doo,2,3
27669,1270,gate,2,2
121580,6515,undercut charm,2,4
19800,874,wait godard fruit prais love director epitaph,3,21
134071,7236,closer anyon could desir cheap graceless hackney sci fi serial,2,19
38904,1855,lifetim mileston,3,2
97655,5111,aan opportun,2,2
26202,1200,soggi,2,1
128270,6901,love disney pic littl cleavag one,3,13
93822,4894,plain,2,2
120804,6464,laugh rare snake foo yung,1,10
50321,2474,martial art,3,2
88698,4608,ever grace,3,5
138510,7501,bleak,1,2
101157,5316,mayb metaphor,2,7
79742,4106,ador ditsi,3,3
61175,3092,manag deliv fair bit vampir fun,3,10
41037,1967,femal condit,2,3
48751,2381,differ,2,2
41484,1995,exercis,2,2
105747,5583,horror movi serious dumb charact somewhat dilut pleasur watch stalk creepi crawli bug thing live dark,1,28
92898,4839,might suggest wayward wooden one end stuf electr pencil sharpen,0,19
39715,1896,littl excit,1,3
148543,8082,flat act,1,2
68879,3499,might tri pay less attent miniseri attent film,1,17
17303,751,tens,2,1
23514,1066,presum audienc wo n sit still sociolog lesson,1,12
22231,998,recommend overstay natur run time,3,10
10606,448,may,2,3
435,16,tri hard mythic,1,7
61245,3096,provid grim upset glimps live million palestinian live crowd citi refuge camp,2,29
122303,6555,hunter steve irwin,2,4
10335,434,film nightmar version,2,5
101431,5334,dreari,2,2
64652,3272,,2,2
154286,8432,period stori cathol boy tri help jewish friend,2,14
49322,2413,remind key stand alway make look easi even though realiti anyth,3,22
78767,4054,leav feel like endur long workout without puls ever race,1,16
57985,2921,kind enough share,3,6
11417,489,sick,1,1
66761,3387,delight lark histori buff,3,6
42835,2068,psycholog,2,2
131883,7110,grace way portray devast diseas,2,13
138127,7472,visual joke,2,2
13823,595,gentl human side middl eastern world polit,2,10
114181,6071,keep float away,2,6
71049,3623,entertain documentari freshli consid argument bard immort play,3,12
142146,7711,camerawork,2,1
133157,7181,life someth,2,3
78221,4024,watch develop,3,4
32018,1498,still,2,2
127613,6864,dark disturb pain watch yet compel,2,10
68303,3466,sneer,1,2
110703,5865,go alter bard end,2,7
154699,8461,rrb,2,2
55547,2774,sit crummi wannab hip crime comedi refer incessantli old movi could rent movi instead let alon seek respect new one,1,33
93139,4853,van wilder littl actual funni materi,1,12
47680,2323,fulfil,3,1
38584,1838,ethic issu,2,2
81021,4175,promis,3,3
57880,2917,hard parti,2,1
4879,189,result,2,2
28753,1331,,2,4
10473,441,bad guy,1,3
85763,4437,easi watch except annoy demeanour lead charact,2,14
1313,49,meati subject,3,3
48136,2347,main strateg object,2,4
60666,3065,preciou perspicaci,3,3
82237,4244,minut movi short,2,8
37020,1753,energi excit,4,3
113631,6041,becom exercis tri predict preordain big moment occur,1,20
106029,5597,time,2,3
50935,2507,untidili honest,2,3
12320,527,unbeliev stupid film though occasion fun enough make forget absurd,1,16
1509,55,perhap clich call film refresh,3,12
93517,4876,sit sloppi made movi comedi special,0,8
100965,5303,n add,1,5
30261,1404,put duti effort disciplin grade grubber,3,8
100514,5272,grief fear,2,3
135228,7300,n work either,1,5
68946,3502,n put film auster,2,9
84816,4387,granddad le nouvel vagu jean luc godard continu baffl faith game hide seek,2,19
133492,7202,big juici role,3,5
7753,315,seem disappointingli thin slice lower class life despit titl amount surprisingli littl,1,19
141247,7661,person odyssey,2,2
151186,8242,cue,3,2
17481,758,pamela,2,2
24558,1117,serv silli fluff,2,4
61305,3098,move drama,3,6
59837,3018,golden book sprung life,3,7
146777,7985,war scene,2,3
31763,1488,surest,2,1
141699,7686,overflow septic tank,1,3
13542,582,stare sniffl respect ledger attempt vain prove movi star intens overcom bad hair design,1,24
67769,3442,whenev think seen end movi cut new scene also appear end,1,27
81948,4228,taymor,2,2
93142,4853,littl actual funni materi,2,8
7985,327,guilti,1,1
129045,6940,altern melanchol hope strang funni,2,8
48247,2355,macdowel,2,1
84310,4356,load cgi,2,4
87294,4528,bodi shaki uncertain film nevertheless touch raw nerv,3,16
65352,3308,either liber conserv,2,5
107795,5699,booti,2,1
41130,1971,make look much better,2,6
136799,7399,page,2,3
85731,4434,men,2,3
26846,1232,blisteringli,2,1
110611,5863,take angri potshot georg w bush henri kissing larri king et,1,16
79860,4114,usual two dimension offer,2,4
153530,8384,,2,2
8486,352,believ relationship like holli marina could surviv hothous emot teendom,2,17
91452,4757,fascin part,3,3
46408,2257,stanley kwan direct one best gay love stori ever made,4,15
145162,7887,doofu,2,2
45538,2212,joseph heller kurt vonnegut,2,5
62457,3158,certainli easi watch,3,5
76608,3939,wo n feel like wast,4,9
27801,1276,human subject,2,4
81945,4228,taymor avant gard director broadway lion king film titu bring,3,18
20254,901,bad polic,1,3
90235,4696,experi teenag,2,5
26189,1199,halloween costum shop,2,3
48216,2354,contain big laugh mani graze funni bone miss altogeth part conscious dumb approach wear thin,1,27
26165,1199,play salt earth mommi name,2,6
108957,5767,world renown filmmak,2,2
39603,1890,messag close tie anim,2,8
46056,2239,charm quickli fade,1,4
50397,2478,savag john water like humor danc edg tasteless,1,12
5657,224,instanc,2,2
150342,8188,quirki charm,3,4
23366,1059,head direct,3,7
59513,3001,play ever walk delic tightrop farcic loathsom,0,13
117511,6271,maker actual seem understand made allen romant comedi pertin endur,3,17
26606,1220,certain scene particular,2,5
7255,295,britney spear first movi,2,6
145631,7916,truli deserv oscar nomin,4,6
80752,4161,rent video,2,5
155012,8482,tell suppos ca n realli call work art,1,21
121671,6520,never rise easi cynic potshot moral bankrupt charact,0,12
154536,8447,increasingli amus ironi relationship reluct captor befuddl captiv,3,14
112341,5966,raunchi graphic may present,3,10
89371,4646,even dullest tangent,2,4
102912,5422,,2,2
12566,539,suck,0,1
62926,3184,complex realist human behavior episod gener hospit,1,14
135541,7319,post modern contemporari farrelli brother,2,7
102944,5423,medic school,2,2
150200,8181,like leav last impress,3,6
46469,2259,wonder,2,1
15217,654,mood subtli transform star,3,12
86133,4459,taiwanes auteur tsai ming liang good news anyon fallen sweet melancholi spell uniqu director previou film,4,32
59321,2992,riot see schneider young woman cloth,3,13
113154,6011,first class road movi prove run away home ego,3,16
153557,8385,endless exposit,1,2
41967,2018,middl age particip,2,2
43689,2118,find film adject gentl appli,3,12
49834,2444,complex rapidli absorb,2,5
28368,1310,forgiv flaw love film,3,7
55786,2789,illustr pictur moral schizophrenia,1,6
40537,1940,realli one movi worth decent gag glean premis,2,19
15379,658,call,2,2
34438,1618,feel less product love well integr homag like mere excus wan thinli sketch stori,1,24
143574,7793,pursu silent film represent everi mourn composit,2,9
18148,792,,2,2
21592,966,wear empower sleev,3,6
67726,3439,greenfing,2,2
65250,3302,found weirdli appeal,3,5
55554,2774,wannab hip crime comedi,0,4
8973,374,big fight,2,2
155065,8486,death bitter italian comedi,1,7
149320,8126,harmon daunt narr promot reason landscap conflict patho support scattershot terror tone,2,19
63890,3232,eight surviv member show,2,7
85912,4446,faint heart conserv spirit rest us especi san francisco lover,2,20
138926,7529,live dream,3,2
9083,379,even easier,2,2
148832,8097,,2,1
30580,1420,dualist battl,2,3
58622,2954,rivet profil law enforc viscer nasti journey,3,13
100555,5276,get punch,2,4
2845,109,,2,1
91984,4786,atroci mind numbingli indescrib bad movi,0,8
105385,5565,chewi,2,1
80402,4142,watch leav giddi,3,5
123489,6631,movi artifici soulless countri bear,0,10
114539,6093,wholli unnecessari,1,2
55927,2796,film aim confus,1,7
25989,1189,highli gift year old instead grown man,2,10
135687,7332,watch eric rohmer tribut,2,5
41099,1970,mainli blanchett ribisi compellingli tap spiritu aspect charact suffer,3,16
7436,302,inject,2,1
112115,5952,jacquot film opera exactli libretto direct ideal captur opera drama lyric,3,20
55093,2747,unspeak unbear dull featur ream flatli deliv dialogu heroin come across shallow dim wit,0,24
85988,4449,campaign trail press,3,3
101959,5366,human stori,2,3
921,34,littl sens go,1,11
87281,4526,trap,1,2
14068,605,worst kind,2,3
6282,250,black white unrealist,0,4
48026,2342,right wing proprieti obsess famili,1,4
147888,8047,contribut,2,1
50085,2460,bad action movi,0,3
140425,7620,feel like literari conceit,2,5
30082,1396,fals dawn real dawn comic relief,2,8
90815,4725,yearn passion,2,4
20236,900,endgam,2,1
112484,5974,mani shallow movi day seem long,1,8
103739,5470,michael zaidan,2,3
8364,347,watchabl,3,1
16437,707,greatest hit reel,4,2
124534,6691,brand name,2,4
